Brnd_Name,Gnrc_Name,Tot_Mftr,Mftr_Name,Tot_Spndng_2018,Tot_Dsg_Unts_2018,Tot_Clms_2018,Tot_Benes_2018,Avg_Spnd_Per_Dsg_Unt_Wghtd_2018,Avg_Spnd_Per_Clm_2018,Avg_Spnd_Per_Bene_2018,Outlier_Flag_2018,Tot_Spndng_2019,Tot_Dsg_Unts_2019,Tot_Clms_2019,Tot_Benes_2019,Avg_Spnd_Per_Dsg_Unt_Wghtd_2019,Avg_Spnd_Per_Clm_2019,Avg_Spnd_Per_Bene_2019,Outlier_Flag_2019,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Tot_Benes_2020,Avg_Spnd_Per_Dsg_Unt_Wghtd_2020,Avg_Spnd_Per_Clm_2020,Avg_Spnd_Per_Bene_2020,Outlier_Flag_2020,Tot_Spndng_2021,Tot_Dsg_Unts_2021,Tot_Clms_2021,Tot_Benes_2021,Avg_Spnd_Per_Dsg_Unt_Wghtd_2021,Avg_Spnd_Per_Clm_2021,Avg_Spnd_Per_Bene_2021,Outlier_Flag_2021,Tot_Spndng_2022,Tot_Dsg_Unts_2022,Tot_Clms_2022,Tot_Benes_2022,Avg_Spnd_Per_Dsg_Unt_Wghtd_2022,Avg_Spnd_Per_Clm_2022,Avg_Spnd_Per_Bene_2022,Outlier_Flag_2022,Chg_Avg_Spnd_Per_Dsg_Unt_21_22,CAGR_Avg_Spnd_Per_Dsg_Unt_18_22
Antara,"Fenofibrate,Micronized",1,Lupin Pharma,1097658.43,73874,1414,362,14.82889629,776.27894625,3032.2056077,0,959374.26,65511,1234,319,14.592178762,777.45077796,3007.4428213,0,852027.85,57468,1003,272,14.747080487,849.47941176,3132.4553309,0,743233.02,50009,809,226,14.957005481,918.70583436,3288.6416814,0,146094.1,9792,167,95,15.383991103,874.81497006,1537.8326316,1,0.028547534,0.0092297591
Antivert,Meclizine HCl,1,Overall,,,,,,,,,,,,,,,,,,,,,,,,,5874.65,1644,39,29,3.5733880779,150.63205128,202.57413793,0,35770.1,10574,218,177,3.4440050729,164.08302752,202.09096045,0,-0.036207376,-0.036207376
Antivert,Meclizine HCl,1,Casper Pharma L,,,,,,,,,,,,,,,,,,,,,,,,,5874.65,1644,39,29,3.5733880779,150.63205128,202.57413793,0,35770.1,10574,218,177,3.4440050729,164.08302752,202.09096045,0,-0.036207376,-0.036207376
Anusol-HC,Hydrocortisone,1,Overall,84494.42,25482.15,745,543,3.3158277461,113.41532886,155.60666667,0,57452.59,16281.7,455,313,3.5286603979,126.26942857,183.55460064,0,37089.98,9580,234,153,3.871605428,158.50418803,242.41816993,0,23747.42,5820,139,102,4.0803127148,170.8447482,232.81784314,0,28449.19,6379.05,154,102,4.4597847642,184.735,278.91362745,0,0.0930007271,0.0769126651
Anusol-HC,Hydrocortisone,1,Salix Pharmaceu,84494.42,25482.15,745,543,3.3158277461,113.41532886,155.60666667,0,57452.59,16281.7,455,313,3.5286603979,126.26942857,183.55460064,0,37089.98,9580,234,153,3.871605428,158.50418803,242.41816993,0,23747.42,5820,139,102,4.0803127148,170.8447482,232.81784314,0,28449.19,6379.05,154,102,4.4597847642,184.735,278.91362745,0,0.0930007271,0.0769126651
Apexicon E,Diflorasone Diacet/Emollient,1,Overall,415286,27540,485,268,15.079375454,856.25979381,1549.5746269,1,320572.64,19770,363,196,16.215105716,883.12022039,1635.5746939,1,297177.86,16680,303,155,17.816418465,980.7850165,1917.2765161,0,223447.25,12390,222,128,18.034483454,1006.5191441,1745.6816406,0,122930.63,6480,120,74,18.970776235,1024.4219167,1661.2247297,0,0.0519168061,0.0590718793
Apexicon E,Diflorasone Diacet/Emollient,1,Sandoz,415286,27540,485,268,15.079375454,856.25979381,1549.5746269,1,320572.64,19770,363,196,16.215105716,883.12022039,1635.5746939,1,297177.86,16680,303,155,17.816418465,980.7850165,1917.2765161,0,223447.25,12390,222,128,18.034483454,1006.5191441,1745.6816406,0,122930.63,6480,120,74,18.970776235,1024.4219167,1661.2247297,0,0.0519168061,0.0590718793
Apidra,Insulin Glulisine,1,Overall,6875874.3,260090,8865,2470,26.436519282,775.62033841,2783.7547773,0,5352750.9,192660,6116,1561,27.783405481,875.2045291,3429.0524664,0,4528780.01,163032,4628,1146,27.778472999,978.56093561,3951.8150175,0,3769932.12,134030,3667,931,28.127524584,1028.0698446,4049.3363265,0,3030249.52,106630,2762,747,28.418358061,1097.1214772,4056.558929,0,0.0103398177,0.0182365379
Apidra,Insulin Glulisine,1,Sanofi-Aventis,6875874.3,260090,8865,2470,26.436519282,775.62033841,2783.7547773,0,5352750.9,192660,6116,1561,27.783405481,875.2045291,3429.0524664,0,4528780.01,163032,4628,1146,27.778472999,978.56093561,3951.8150175,0,3769932.12,134030,3667,931,28.127524584,1028.0698446,4049.3363265,0,3030249.52,106630,2762,747,28.418358061,1097.1214772,4056.558929,0,0.0103398177,0.0182365379
Apidra Solostar,Insulin Glulisine,1,Overall,16589813.26,485918,20742,6206,34.141178676,799.81743612,2673.1893748,0,14012558.62,389544,15651,4507,35.971696702,895.31394927,3109.0655913,0,12268554.96,340665,13373,3646,36.013546916,917.41232035,3364.9355348,0,10338190.91,284742,10386,2948,36.30722166,995.39677547,3506.8490197,0,9202504.08,251025,8899,2536,36.659711503,1034.1054141,3628.7476656,0,0.0097085325,0.0179527809
Apidra Solostar,Insulin Glulisine,1,Sanofi-Aventis,16589813.26,485918,20742,6206,34.141178676,799.81743612,2673.1893748,0,14012558.62,389544,15651,4507,35.971696702,895.31394927,3109.0655913,0,12268554.96,340665,13373,3646,36.013546916,917.41232035,3364.9355348,0,10338190.91,284742,10386,2948,36.30722166,995.39677547,3506.8490197,0,9202504.08,251025,8899,2536,36.659711503,1034.1054141,3628.7476656,0,0.0097085325,0.0179527809
Aplenzin,Bupropion HBr,1,Overall,8542405.74,87237,2177,372,99.785802714,3923.9346532,22963.45629,0,10836430.96,109123,2894,504,101.00755779,3744.4474637,21500.855079,0,14066001.75,131565,3409,527,108.17761553,4126.1372103,26690.705408,0,15275568.29,133254,3477,575,115.32106169,4393.3184613,26566.205722,0,18340970.48,151078,3997,678,121.62262414,4588.6841331,27051.578879,0,0.0546436389,0.0507185596
Aplenzin,Bupropion HBr,1,Bausch Health U,8542405.74,87237,2177,372,99.785802714,3923.9346532,22963.45629,0,10836430.96,109123,2894,504,101.00755779,3744.4474637,21500.855079,0,14066001.75,131565,3409,527,108.17761553,4126.1372103,26690.705408,0,15275568.29,133254,3477,575,115.32106169,4393.3184613,26566.205722,0,18340970.48,151078,3997,678,121.62262414,4588.6841331,27051.578879,0,0.0546436389,0.0507185596
Apokyn,Apomorphine HCl,1,Overall,91377703.3,260042,4136,1187,351.39594104,22093.25515,76982.058382,0,97842530.32,264890,4423,1227,369.37041912,22121.304617,79741.263504,0,107272822.69,279717,4543,1097,383.50483771,23612.771889,97787.440921,0,91670090.42,223699,3688,884,409.79213327,24856.31519,103699.19731,0,69087700.34,154117,2561,567,448.28085377,26976.845115,121847.79601,0,0.093922546,0.0627677385
Apokyn,Apomorphine HCl,1,US World/Supern,91377703.3,260042,4136,1187,351.39594104,22093.25515,76982.058382,0,97842530.32,264890,4423,1227,369.37041912,22121.304617,79741.263504,0,107272822.69,279717,4543,1097,383.50483771,23612.771889,97787.440921,0,91670090.42,223699,3688,884,409.79213327,24856.31519,103699.19731,0,69087700.34,154117,2561,567,448.28085377,26976.845115,121847.79601,0,0.093922546,0.0627677385
Apomorphine HCl,Apomorphine HCl,1,Overall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235059.79,693,16,11,339.19161616,14691.236875,21369.071818,1,,
Apomorphine HCl,Apomorphine HCl,1,"Trupharma, LLC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235059.79,693,16,11,339.19161616,14691.236875,21369.071818,1,,
Apraclonidine HCl,Apraclonidine HCl,2,Overall,450104.17,39810,5211,2011,11.304939452,86.375776243,223.82106912,0,447367.45,39459.5,5306,2038,11.357836762,84.313503581,219.51297841,0,393003.97,33515,4223,1524,11.780648493,93.062744494,257.87662073,0,389748.73,33145,4060,1692,11.807570125,95.997224138,230.34794917,0,372639.21,31860,3962,1695,11.720309991,94.053308935,219.84614159,0,-0.007390186,0.0090616816
Apraclonidine HCl,Apraclonidine HCl,1,Akorn Inc.,242982.84,21565,2907,1231,11.267463019,83.585428277,197.38654752,0,225409.86,19311,2762,1214,11.672614572,81.611100652,185.67533773,0,213586.09,17395,2392,954,12.278590974,89.291843645,223.88479036,0,211492.47,17180,2277,1046,12.310388242,92.882068511,202.19165392,0,207087.38,17060,2222,1044,12.138767878,93.198640864,198.35955939,0,-0.013941101,0.0187957307
Apraclonidine HCl,Apraclonidine HCl,1,Sandoz,207121.33,18245,2304,899,11.352224171,89.89641059,230.39080089,0,221957.59,20148.5,2544,957,11.016085068,87.247480346,231.93060606,0,179417.88,16120,1831,680,11.130141439,97.989011469,263.84982353,1,178256.26,15965,1783,770,11.165440651,99.975468312,231.50163636,1,165551.83,14800,1740,792,11.185934459,95.144729885,209.03008838,0,0.0018354679,-0.003682341
Aprepitant,Aprepitant,3,Overall,6588765.97,46319,9980,3974,148.35050387,660.19699098,1657.9682864,0,6426523.27,44854,9211,3646,145.05466417,697.70093041,1762.6229484,0,6894884.47,46869,8449,3209,146.4225005,816.05923423,2148.6084356,0,7213059.56,56045,9232,3801,131.670805,781.31061092,1897.6741805,0,8380869.38,65374,9411,4178,128.92443089,890.53972798,2005.9524605,0,-0.020857882,-0.034479389
Aprepitant,Aprepitant,1,Glenmark Pharma,1967536.98,15137,2678,1277,136.78481269,734.70387603,1540.749397,1,2872903.01,20295,3788,1721,143.4293313,758.42212513,1669.3219117,0,3263864.63,22564,3818,1704,142.19887693,854.86239654,1915.4135153,0,3502642.21,27080,4509,2134,129.43426039,776.81131293,1641.3506139,0,3820698.53,29471,4231,2110,126.47321516,903.02494209,1810.7575972,0,-0.022876827,-0.019403882
Aprepitant,Aprepitant,1,Sandoz,4621228.99,31182,7302,3018,152.59220765,632.87167762,1531.2223294,0,3553620.26,24559,5423,2184,146.18996951,655.2867896,1627.1155037,0,3631019.84,24305,4631,1683,149.90464146,784.06820125,2157.4687106,0,2598892.89,19661,3516,1479,136.25175873,739.16180034,1757.1960041,0,2449154.32,19616,2743,1320,129.36980489,892.87434196,1855.4199394,0,-0.050509101,-0.040433358
Aprepitant,Aprepitant,1,Torrent Pharmac,,,,,,,,,,,,,,,,,,,,,,,,,1111524.46,9304,1207,588,126.68153103,920.89847556,1890.3477211,0,2111016.53,16287,2437,1091,132.6788145,866.23575297,1934.9372411,0,0.0473414193,0.0473414193
Apretude,Cabotegravir,1,Overall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2684049.82,2070,685,243,1296.6424251,3918.3209051,11045.47251,0,,
Apretude,Cabotegravir,1,Viiv Healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2684049.82,2070,685,243,1296.6424251,3918.3209051,11045.47251,0,,
Apri,Desogestrel-Ethinyl Estradiol,1,Overall,236914.73,405493,9142,1896,0.5842634275,25.914978123,124.95502637,0,222978.55,387378,7895,1679,0.5756097404,28.243008233,132.80437761,0,221132.44,399360,7549,1638,0.5537170473,29.292944761,135.00148962,0,203598.88,393401,7004,1549,0.5175352376,29.068943461,131.43891543,0,177524.66,379305,6666,1482,0.4680261531,26.631362136,119.78721997,0,-0.095663215,-0.053947245
Apri,Desogestrel-Ethinyl Estradiol,1,Teva USA,236914.73,405493,9142,1896,0.5842634275,25.914978123,124.95502637,0,222978.55,387378,7895,1679,0.5756097404,28.243008233,132.80437761,0,221132.44,399360,7549,1638,0.5537170473,29.292944761,135.00148962,0,203598.88,393401,7004,1549,0.5175352376,29.068943461,131.43891543,0,177524.66,379305,6666,1482,0.4680261531,26.631362136,119.78721997,0,-0.095663215,-0.053947245
Apriso,Mesalamine,1,Overall,110176567.99,27290584,181224,33813,4.0371641732,607.95793046,3258.4085408,0,135753314.91,31681849,200293,38565,4.2848924288,677.77363617,3520.1170727,0,28089239.02,7082203,43648,11253,3.9661725342,643.54011684,2496.1556047,0,13566618.86,3330293,17900,4186,4.0737012809,757.91166816,3240.950516,0,8495149.14,1930757,10649,2198,4.3999059126,797.74149122,3864.9450136,0,0.0800757368,0.0217431735
Apriso,Mesalamine,1,Salix Pharmaceu,110176567.99,27290584,181224,33813,4.0371641732,607.95793046,3258.4085408,0,135753314.91,31681849,200293,38565,4.2848924288,677.77363617,3520.1170727,0,28089239.02,7082203,43648,11253,3.9661725342,643.54011684,2496.1556047,0,13566618.86,3330293,17900,4186,4.0737012809,757.91166816,3240.950516,0,8495149.14,1930757,10649,2198,4.3999059126,797.74149122,3864.9450136,0,0.0800757368,0.0217431735
Aptensio XR,Methylphenidate HCl,1,Overall,105775.46,13416,356,94,7.8688716551,297.12207865,1125.2708511,0,170664.2,20122,545,118,8.4650560183,313.1453211,1446.3067797,0,176304.3,20135,582,111,8.7466125402,302.92835052,1588.327027,0,82078.43,9495,271,50,8.5956503726,302.87243542,1641.5686,0,50132.83,5786,205,41,8.6619318366,244.55039024,1222.7519512,0,0.007711047,0.0242962317
Aptensio XR,Methylphenidate HCl,1,Rhodes Pharmace,105775.46,13416,356,94,7.8688716551,297.12207865,1125.2708511,0,170664.2,20122,545,118,8.4650560183,313.1453211,1446.3067797,0,176304.3,20135,582,111,8.7466125402,302.92835052,1588.327027,0,82078.43,9495,271,50,8.5956503726,302.87243542,1641.5686,0,50132.83,5786,205,41,8.6619318366,244.55039024,1222.7519512,0,0.007711047,0.0242962317
Aptiom,Eslicarbazepine Acetate,1,Overall,82583684.04,2641769.75,66822,7684,31.261140845,1235.8756703,10747.48621,0,103185870.14,3115440.5,82695,8912,33.122953775,1247.7885016,11578.306793,0,120378678.09,3451990,89665,8889,34.877511378,1342.5380928,13542.432005,0,124002820.08,3356751.17,86184,8334,36.96010236,1438.8148622,14879.148078,0,131375196.72,3336574,85193,8365,39.376988034,1542.0891003,15705.343302,0,0.0653917473,0.059398656
Aptiom,Eslicarbazepine Acetate,1,Sunovion Pharma,82583684.04,2641769.75,66822,7684,31.261140845,1235.8756703,10747.48621,0,103185870.14,3115440.5,82695,8912,33.122953775,1247.7885016,11578.306793,0,120378678.09,3451990,89665,8889,34.877511378,1342.5380928,13542.432005,0,124002820.08,3356751.17,86184,8334,36.96010236,1438.8148622,14879.148078,0,131375196.72,3336574,85193,8365,39.376988034,1542.0891003,15705.343302,0,0.0653917473,0.059398656
Aptivus,Tipranavir,1,Overall,2451445.79,182620,1456,164,13.423753094,1683.6852953,14947.840183,0,2155233.93,150276,1151,138,14.34183722,1872.4882103,15617.637174,0,2013040.79,132094,1010,117,15.239456675,1993.1096931,17205.476838,0,1661841.33,103898,840,89,15.994930894,1978.3825357,18672.374494,0,1438151.49,85212,689,74,16.877335234,2087.302598,19434.479595,0,0.0551677495,0.0589061737
Aptivus,Tipranavir,1,Boehringer Ing.,2451445.79,182620,1456,164,13.423753094,1683.6852953,14947.840183,0,2155233.93,150276,1151,138,14.34183722,1872.4882103,15617.637174,0,2013040.79,132094,1010,117,15.239456675,1993.1096931,17205.476838,0,1661841.33,103898,840,89,15.994930894,1978.3825357,18672.374494,0,1438151.49,85212,689,74,16.877335234,2087.302598,19434.479595,0,0.0551677495,0.0589061737
Aralast NP,Alpha-1-Proteinase Inhibitor,1,Overall,38921231.87,70265605.8,4265,366,0.5537454129,9125.7284572,106342.16358,0,39833046.38,70471345.999,4199,337,0.56508068,9486.3173089,118198.95068,0,38910884.25,68333900,3941,312,0.5694730655,9873.3530195,124714.3726,0,39351752.95,67061850,3811,361,0.5866275797,10325.833889,109007.6259,0,41826030.25,68345231,3891,336,0.6114622907,10749.429517,124482.23289,0,0.0423347142,0.0250968154
Aralast NP,Alpha-1-Proteinase Inhibitor,1,Baxalta US Inc.,38921231.87,70265605.8,4265,366,0.5537454129,9125.7284572,106342.16358,0,39833046.38,70471345.999,4199,337,0.56508068,9486.3173089,118198.95068,0,38910884.25,68333900,3941,312,0.5694730655,9873.3530195,124714.3726,0,39351752.95,67061850,3811,361,0.5866275797,10325.833889,109007.6259,0,41826030.25,68345231,3891,336,0.6114622907,10749.429517,124482.23289,0,0.0423347142,0.0250968154
Aranelle,Norethindrone-Ethin. Estradiol,1,Overall,25238.04,28840,738,109,0.8751054092,34.197886179,231.54165138,0,30632.05,32895,753,129,0.9312068703,40.68001328,237.45775194,0,29320.55,31332,718,105,0.9358020554,40.836420613,279.24333333,0,26430.58,28635,622,105,0.9230165881,42.492893891,251.71980952,0,23253.78,26628,535,85,0.8732830104,43.465009346,273.57388235,0,-0.053881564,-0.00052103
Aranelle,Norethindrone-Ethin. Estradiol,1,Teva USA,25238.04,28840,738,109,0.8751054092,34.197886179,231.54165138,0,30632.05,32895,753,129,0.9312068703,40.68001328,237.45775194,0,29320.55,31332,718,105,0.9358020554,40.836420613,279.24333333,0,26430.58,28635,622,105,0.9230165881,42.492893891,251.71980952,0,23253.78,26628,535,85,0.8732830104,43.465009346,273.57388235,0,-0.053881564,-0.00052103
Aranesp,Darbepoetin Alfa In Polysorbat,1,Overall,49085276.64,30600.835,31689,6664,1693.440323,1548.9689369,7365.7377911,0,49300464.44,28382.017,27669,6164,1847.4230822,1781.794226,7998.1285594,0,53121165.16,27043.16,25043,5779,2127.753513,2121.1981456,9192.1033328,0,50716091.04,24632.72,22268,5130,2298.2364805,2277.5323801,9886.1775906,0,54796644.99,24874.21,22479,5292,2454.8434366,2437.6816135,10354.619235,0,0.0681422288,0.0972699245
Aranesp,Darbepoetin Alfa In Polysorbat,1,Amgen,49085276.64,30600.835,31689,6664,1693.440323,1548.9689369,7365.7377911,0,49300464.44,28382.017,27669,6164,1847.4230822,1781.794226,7998.1285594,0,53121165.16,27043.16,25043,5779,2127.753513,2121.1981456,9192.1033328,0,50716091.04,24632.72,22268,5130,2298.2364805,2277.5323801,9886.1775906,0,54796644.99,24874.21,22479,5292,2454.8434366,2437.6816135,10354.619235,0,0.0681422288,0.0972699245
Arava,Leflunomide,1,Overall,1074997.87,27900,575,127,38.52051758,1869.561513,8464.5501575,0,1023145.13,25764,509,111,39.702752335,2010.1083104,9217.5236937,0,941808.36,22280,476,100,42.285140334,1978.5889916,9418.0836,0,852155.43,18833,395,94,45.252837648,2157.355519,9065.4832979,0,1086919.97,22338,431,90,48.56672407,2521.8560789,12076.888556,0,0.0732304667,0.0596481253
Arava,Leflunomide,1,Sanofi-Aventis,1074997.87,27900,575,127,38.52051758,1869.561513,8464.5501575,0,1023145.13,25764,509,111,39.702752335,2010.1083104,9217.5236937,0,941808.36,22280,476,100,42.285140334,1978.5889916,9418.0836,0,852155.43,18833,395,94,45.252837648,2157.355519,9065.4832979,0,1086919.97,22338,431,90,48.56672407,2521.8560789,12076.888556,0,0.0732304667,0.0596481253
Arazlo,Tazarotene,1,Overall,,,,,,,,,,,,,,,,,19710.71,1980,44,38,9.9549040404,447.97068182,518.70289474,0,112085.43,11055,242,189,10.138890095,463.16293388,593.04460317,0,217070.26,20010,434,292,10.848088956,500.1618894,743.39130137,0,0.0699483724,0.0438980345
Arazlo,Tazarotene,1,Bausch Health U,,,,,,,,,,,,,,,,,19710.71,1980,44,38,9.9549040404,447.97068182,518.70289474,0,112085.43,11055,242,189,10.138890095,463.16293388,593.04460317,0,217070.26,20010,434,292,10.848088956,500.1618894,743.39130137,0,0.0699483724,0.0438980345
Arcalyst,Rilonacept,1,Overall,,,,15,,,,,,,,18,,,,,,,,15,,,,,3659617.88,710,168,41,5154.3913803,21783.439762,89258.972683,0,11710169.55,2211,525,87,5296.3227273,22305.084857,134599.65,0,0.027536005,0.027536005
Arcalyst,Rilonacept,1,Kiniksa Pharmac,,,,,,,,,,,,,,,,,,,,,,,,,3659617.88,710,168,39,5154.3913803,21783.439762,93836.355897,0,11710169.55,2211,525,87,5296.3227273,22305.084857,134599.65,0,0.027536005,0.027536005
Arestin,Minocycline HCl Microspheres,1,Overall,9320627.29,89090,3046,2890,104.62035346,3059.9564314,3225.1305502,0,7492287.95,71800,2289,2174,104.34941435,3273.1707951,3446.3146044,0,4870757.64,46139,1286,1228,105.5670396,3787.525381,3966.4150163,0,5500961.13,52154,1354,1262,105.47534475,4062.7482496,4358.9232409,0,5467459.02,51678,1250,1140,105.79858005,4373.967216,4796.0166842,0,0.0030645579,0.0028036684
Arestin,Minocycline HCl Microspheres,1,Orapharma,9320627.29,89090,3046,2890,104.62035346,3059.9564314,3225.1305502,0,7492287.95,71800,2289,2174,104.34941435,3273.1707951,3446.3146044,0,4870757.64,46139,1286,1228,105.5670396,3787.525381,3966.4150163,0,5500961.13,52154,1354,1262,105.47534475,4062.7482496,4358.9232409,0,5467459.02,51678,1250,1140,105.79858005,4373.967216,4796.0166842,0,0.0030645579,0.0028036684
Arformoterol Tartrate,Arformoterol Tartrate,5,Overall,,,,,,,,,,,,,,,,,,,,,,,,,1529538.58,272384,3622,1346,5.6243139174,422.29115958,1136.358529,0,3495764.69,752434,9897,2744,4.6545178402,353.21457917,1273.9667238,0,-0.172429223,-0.172429223
Arformoterol Tartrate,Arformoterol Tartrate,1,Lupin Pharmaceu,,,,,,,,,,,,,,,,,,,,,,,,,800580.8,131262,1782,750,6.0991056056,449.25970819,1067.4410667,0,1111567.86,239872,3091,998,4.6340042189,359.61431899,1113.7954509,0,-0.240215776,-0.240215776
Arformoterol Tartrate,Arformoterol Tartrate,1,Sun Pharmaceuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89248.47,20102,224,136,4.4397806188,398.43066964,656.23875,0,,
Arformoterol Tartrate,Arformoterol Tartrate,1,Slate Run Pharm,,,,,,,,,,,,,,,,,,,,,,,,,210609.41,40860,646,279,5.1544153206,326.02075851,754.87243728,0,626961.42,129446,2025,718,4.8434205769,309.61057778,873.20532033,0,-0.060335601,-0.060335601
Arformoterol Tartrate,Arformoterol Tartrate,1,"Cipla USA, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,518348.37,100262,1194,508,5.1699384612,434.12761307,1020.3708071,0,1537780.42,335454,4204,1365,4.5841767277,365.78982398,1126.5790623,0,-0.113301491,-0.113301491
Arformoterol Tartrate,Arformoterol Tartrate,1,Teva USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130206.52,27560,353,176,4.7244746009,368.85699717,739.80977273,0,,
Aricept,Donepezil HCl,1,Overall,4998280.09,308262,6098,1291,16.20399011,819.65891932,3871.6344617,0,4195290.2,258281,4869,1085,16.234008266,861.63281988,3866.6269124,0,2783382.36,171592,3236,765,16.224571123,860.13051916,3638.4083137,0,2194176.85,138311,2454,616,15.853413002,894.12259576,3561.9754058,0,1964518.18,118966,2096,533,16.490233014,937.27012405,3685.775197,0,0.040169269,0.0043872841
Aricept,Donepezil HCl,1,Eisai Inc.,4998280.09,308262,6098,1291,16.20399011,819.65891932,3871.6344617,0,4195290.2,258281,4869,1085,16.234008266,861.63281988,3866.6269124,0,2783382.36,171592,3236,765,16.224571123,860.13051916,3638.4083137,0,2194176.85,138311,2454,616,15.853413002,894.12259576,3561.9754058,0,1964518.18,118966,2096,533,16.490233014,937.27012405,3685.775197,0,0.040169269,0.0043872841
Arikayce,Amikacin Liposomal/Neb.Accessr,1,Overall,5236221.11,119246.4,507,298,43.910936599,10327.852288,17571.211779,0,76866248.87,1650020.4,7005,1560,46.585029415,10973.054799,49273.236455,0,98355319.06,1937358.6,8172,1641,50.767740706,12035.648441,59936.209055,0,102789693.85,1904196,8064,1730,53.980626916,12746.737829,59416.008006,0,126923540.16,2159824.8,9160,1925,58.765664771,13856.281677,65934.306577,0,0.088643614,0.0755676669
Arikayce,Amikacin Liposomal/Neb.Accessr,1,Insmed Incorpor,5236221.11,119246.4,507,298,43.910936599,10327.852288,17571.211779,0,76866248.87,1650020.4,7005,1560,46.585029415,10973.054799,49273.236455,0,98355319.06,1937358.6,8172,1641,50.767740706,12035.648441,59936.209055,0,102789693.85,1904196,8064,1730,53.980626916,12746.737829,59416.008006,0,126923540.16,2159824.8,9160,1925,58.765664771,13856.281677,65934.306577,0,0.088643614,0.0755676669
Arimidex,Anastrozole,1,Overall,1948842.67,48810,864,670,39.927118828,2255.6049421,2908.720403,0,5890145.57,136882,2479,575,43.030826332,2376.0167689,10243.731426,0,5560785.65,119074,2191,477,46.700250684,2538.0126198,11657.831551,0,4961362.12,97388,1853,410,50.944285949,2677.47551,12100.88322,0,4272365.06,81840,1563,342,52.203874145,2733.4389379,12492.295497,0,0.024724818,0.0693224639
Arimidex,Anastrozole,1,Ani Pharmaceuti,1948842.67,48810,864,413,39.927118828,2255.6049421,4718.747385,0,5890145.57,136882,2479,560,43.030826332,2376.0167689,10518.117089,0,5560785.65,119074,2191,477,46.700250684,2538.0126198,11657.831551,0,4961362.12,97388,1853,410,50.944285949,2677.47551,12100.88322,0,4272365.06,81840,1563,342,52.203874145,2733.4389379,12492.295497,0,0.024724818,0.0693224639
Aripiprazole,Aripiprazole,22,Overall,471520722.41,99254975.839,2837517,472497,4.8019478866,166.17370835,997.93379092,0,481350589.95,114882454.94,3119161,509862,4.2574517369,154.32053361,944.08014316,1,374582150.52,126586446.55,3308590,528325,3.0010714815,113.2150404,708.99948047,0,361209527.19,134195722.79,3408021,561796,2.7506777366,105.98805793,642.95496442,0,455133266.67,139981568.77,3508453,581092,3.3100558294,129.72477233,783.23788087,0,0.2033600975,-0.088819391
Aripiprazole,Aripiprazole,1,Xlcare Pharmace,,,,,,,,,,,,,,,,,,,,,,,,,55834.94,427222.5,12496,4840,0.1327085116,4.468225032,11.536144628,0,18183.96,129486,3805,1323,0.1411665036,4.7789645204,13.744489796,0,0.0637336067,0.0637336067
Aripiprazole,Aripiprazole,1,Amneal Pharmace,84429978.24,17647878.318,527414,118054,4.8165925687,160.08292962,715.18100395,0,76416112.5,16912648.761,515511,98327,4.5686853387,148.23371858,777.16306304,0,55692731.91,16346060.696,484285,93992,3.4403496026,114.99991102,592.52629915,0,52660718.6,16202247.375,466128,85446,3.3031386624,112.9748022,616.30408211,0,51727524.71,17079718.35,480367,90353,3.0652997974,107.68334359,572.50478357,0,-0.0720039,-0.106831781
Aripiprazole,Aripiprazole,1,Unichem Pharmac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.58,350,12,,2.1409855275,64.048333333,,1,,
Aripiprazole,Aripiprazole,1,Ajanta Pharma L,53355281.98,11284884.53,294762,69100,4.8014325334,181.01139896,772.1459042,0,24887684.49,6133969.08,150283,41788,4.1309103535,165.60545431,595.57012755,1,20791089.75,8061392.58,187033,49453,2.6299423031,111.16268118,420.42120296,0,19073583.36,9286225.5,182636,55020,2.1391173745,104.43496003,346.66636423,1,17243187.63,9561786.5,157938,46459,1.8723970293,109.17694051,371.14848856,1,-0.124687101,-0.209764059
Aripiprazole,Aripiprazole,1,Accord Healthca,26450100.13,5597940.25,159712,51525,4.7639206816,165.61122602,513.34498069,0,35510368.77,7943541.548,200970,49776,4.5200246384,176.69487371,713.40342273,1,28665647.94,9051959.399,210397,56192,3.1889306601,136.24551652,510.13752741,1,25684740.76,10058664.25,223740,57034,2.5737787844,114.79726808,450.34086264,0,39459464.15,10469734.21,233724,56970,3.8040608784,168.82932069,692.63584606,1,0.4780061524,-0.054697657
Aripiprazole,Aripiprazole,1,Vistapharm/Pai,,,,,,,,,,,,,,,,,89476.02,57872,215,92,1.5461020874,416.16753488,972.56543478,0,576417.23,354889,1675,424,1.6242183612,344.12968955,1359.4745991,0,1188476.73,740991.5,3230,603,1.603900625,367.94945201,1970.9398507,0,-0.012509239,0.0185201963
